"AtomicLevel.symbol";"AtomicLevel.level";"AtomicLevel.number";"ExcitationEnergy";"SensitivityFactor";"Reference"
"Rh";"4p";45;1254 eV;0.032900400000000003 Mb;""
"Rh";"4d3/2";45;1254 eV;0.0081030000000000008 Mb;""
"Rh";"4d5/2";45;1254 eV;0.0116328 Mb;""
"Rh";"4d";45;1254 eV;0.019735800000000001 Mb;""
"Rh";"5s";45;1254 eV;0.00036408000000000002 Mb;""
"Pd";"3s";46;1254 eV;0.049728000000000001 Mb;""
"Pd";"3p1/2";46;1254 eV;0.069264000000000006 Mb;""
"Pd";"3p3/2";46;1254 eV;0.14052600000000001 Mb;""
"Pd";"3p";46;1254 eV;0.20979 Mb;""
"Pd";"3d3/2";46;1254 eV;0.14563200000000001 Mb;""
"Pd";"3d5/2";46;1254 eV;0.211788 Mb;""
"Pd";"3d";46;1254 eV;0.35742000000000002 Mb;""
"Pd";"4s";46;1254 eV;0.010966800000000001 Mb;""
"Pd";"4p1/2";46;1254 eV;0.0119436 Mb;""
"Pd";"4p3/2";46;1254 eV;0.023532000000000001 Mb;""
"Pd";"4p";46;1254 eV;0.035475600000000003 Mb;""
"Pd";"4d3/2";46;1254 eV;0.010989000000000001 Mb;""
"Pd";"4d5/2";46;1254 eV;0.015695400000000002 Mb;""
"Pd";"4d";46;1254 eV;0.0266844 Mb;""
"Ag";"3s";47;1254 eV;0.051726000000000001 Mb;""
"Ag";"3p1/2";47;1254 eV;0.072150000000000006 Mb;""
"Ag";"3p3/2";47;1254 eV;0.14740800000000001 Mb;""
"Ag";"3p";47;1254 eV;0.219558 Mb;""
"Ag";"3d3/2";47;1254 eV;0.16339200000000001 Mb;""
"Ag";"3d5/2";47;1254 eV;0.237096 Mb;""
"Ag";"3d";47;1254 eV;0.40048800000000001 Mb;""
"Ag";"4s";47;1254 eV;0.0117882 Mb;""
"Ag";"4p1/2";47;1254 eV;0.0130092 Mb;""
"Ag";"4p3/2";47;1254 eV;0.025530000000000001 Mb;""
"Ag";"4p";47;1254 eV;0.038539200000000003 Mb;""
"Ag";"4d3/2";47;1254 eV;0.0136752 Mb;""
"Ag";"4d5/2";47;1254 eV;0.019624800000000001 Mb;""
"Ag";"4d";47;1254 eV;0.033300000000000003 Mb;""
"Ag";"5s";47;1254 eV;0.00039072 Mb;""
"Cd";"3s";48;1254 eV;0.053280000000000001 Mb;""
"Cd";"3p1/2";48;1254 eV;0.075258000000000005 Mb;""
"Cd";"3p3/2";48;1254 eV;0.15451200000000001 Mb;""
"Cd";"3p";48;1254 eV;0.22977 Mb;""
"Cd";"3d3/2";48;1254 eV;0.18248400000000001 Mb;""
"Cd";"3d5/2";48;1254 eV;0.26440200000000003 Mb;""
"Cd";"3d";48;1254 eV;0.44688600000000001 Mb;""
"Cd";"4s";48;1254 eV;0.0126762 Mb;""
"Cd";"4p1/2";48;1254 eV;0.0141192 Mb;""
"Cd";"4p3/2";48;1254 eV;0.027972 Mb;""
"Cd";"4p";48;1254 eV;0.042091200000000002 Mb;""
"Cd";"4d3/2";48;1254 eV;0.016583400000000002 Mb;""
"Cd";"4d5/2";48;1254 eV;0.023754000000000001 Mb;""
"Cd";"4d";48;1254 eV;0.040337400000000002 Mb;""
"Cd";"5s";48;1254 eV;0.0010300800000000001 Mb;""
"In";"3s";49;1254 eV;0.055056000000000001 Mb;""
"In";"3p1/2";49;1254 eV;0.077922000000000005 Mb;""
"In";"3p3/2";49;1254 eV;0.16139400000000001 Mb;""
"In";"3p";49;1254 eV;0.239316 Mb;""
"In";"3d3/2";49;1254 eV;0.20268600000000001 Mb;""
"In";"3d5/2";49;1254 eV;0.29370600000000002 Mb;""
"In";"3d";49;1254 eV;0.496392 Mb;""
"In";"4s";49;1254 eV;0.0135642 Mb;""
"In";"4p1/2";49;1254 eV;0.0152958 Mb;""
"In";"4p3/2";49;1254 eV;0.030414 Mb;""
"In";"4p";49;1254 eV;0.045709800000000002 Mb;""
"In";"4d3/2";49;1254 eV;0.019824600000000001 Mb;""
"In";"4d5/2";49;1254 eV;0.028638 Mb;""
"In";"4d";49;1254 eV;0.048462600000000002 Mb;""
"In";"5s";49;1254 eV;0.0013897200000000001 Mb;""
"In";"5p1/2";49;1254 eV;0.00012876000000000001 Mb;""
"In";"5p3/2";49;1254 eV;0.00023754000000000001 Mb;""
"In";"5p";49;1254 eV;0.00036630000000000001 Mb;""
"Sn";"3s";50;1254 eV;0.056388000000000001 Mb;""
"Sn";"3p1/2";50;1254 eV;0.080364000000000005 Mb;""
"Sn";"3p3/2";50;1254 eV;0.16827600000000001 Mb;""
"Sn";"3p";50;1254 eV;0.24864 Mb;""
"Sn";"3d3/2";50;1254 eV;0.223998 Mb;""
"Sn";"3d5/2";50;1254 eV;0.32478600000000002 Mb;""
"Sn";"3d";50;1254 eV;0.54878400000000005 Mb;""
"Sn";"4s";50;1254 eV;0.0144966 Mb;""
"Sn";"4p1/2";50;1254 eV;0.016494600000000002 Mb;""
"Sn";"4p3/2";50;1254 eV;0.032856000000000003 Mb;""
"Sn";"4p";50;1254 eV;0.049350600000000001 Mb;""
"Sn";"4d3/2";50;1254 eV;0.023310000000000001 Mb;""
"Sn";"4d5/2";50;1254 eV;0.033522000000000003 Mb;""
"Sn";"4d";50;1254 eV;0.056832000000000001 Mb;""
"Sn";"5s";50;1254 eV;0.0016983 Mb;""
"Sn";"5p1/2";50;1254 eV;0.00037518000000000002 Mb;""
"Sn";"5p3/2";50;1254 eV;0.00070596000000000005 Mb;""
"Sn";"5p";50;1254 eV;0.00108114 Mb;""
"Sb";"3s";51;1254 eV;0.05772 Mb;""
"Sb";"3p1/2";51;1254 eV;0.082362000000000005 Mb;""
"Sb";"3p3/2";51;1254 eV;0.17449200000000001 Mb;""
"Sb";"3p";51;1254 eV;0.25685400000000003 Mb;""
"Sb";"3d3/2";51;1254 eV;0.247086 Mb;""
"Sb";"3d5/2";51;1254 eV;0.35808600000000002 Mb;""
"Sb";"3d";51;1254 eV;0.60517200000000004 Mb;""
"Sb";"4s";51;1254 eV;0.0154512 Mb;""
"Sb";"4p1/2";51;1254 eV;0.017737800000000001 Mb;""
"Sb";"4p3/2";51;1254 eV;0.035520000000000003 Mb;""
"Sb";"4p";51;1254 eV;0.053257800000000001 Mb;""
"Sb";"4d3/2";51;1254 eV;0.027084 Mb;""
"Sb";"4d5/2";51;1254 eV;0.039072000000000003 Mb;""
"Sb";"4d";51;1254 eV;0.066156000000000006 Mb;""
"Sb";"5s";51;1254 eV;0.0019957799999999999 Mb;""
"Sb";"5p1/2";51;1254 eV;0.00073481999999999996 Mb;""
"Sb";"5p3/2";51;1254 eV;0.00139638 Mb;""
"Sb";"5p";51;1254 eV;0.0021312000000000002 Mb;""
"Te";"3s";52;1254 eV;0.059274 Mb;""
"Te";"3p1/2";52;1254 eV;0.084138000000000004 Mb;""
"Te";"3p3/2";52;1254 eV;0.18070800000000001 Mb;""
"Te";"3p";52;1254 eV;0.26484600000000003 Mb;""
"Te";"3d3/2";52;1254 eV;0.27106200000000003 Mb;""
"Te";"3d5/2";52;1254 eV;0.39294000000000001 Mb;""
"Te";"3d";52;1254 eV;0.66400199999999998 Mb;""
"Te";"4s";52;1254 eV;0.016450200000000002 Mb;""
"Te";"4p1/2";52;1254 eV;0.019003200000000001 Mb;""
"Te";"4p3/2";52;1254 eV;0.038406000000000003 Mb;""
"Te";"4p";52;1254 eV;0.057409200000000001 Mb;""
"Te";"4d3/2";52;1254 eV;0.03108 Mb;""
"Te";"4d5/2";52;1254 eV;0.044622000000000002 Mb;""
"Te";"4d";52;1254 eV;0.075702000000000005 Mb;""
"Te";"5s";52;1254 eV;0.00229992 Mb;""
"Te";"5p1/2";52;1254 eV;0.00120324 Mb;""
"Te";"5p3/2";52;1254 eV;0.0023088000000000002 Mb;""
"Te";"5p";52;1254 eV;0.0035120400000000001 Mb;""
"I";"3s";53;1254 eV;0.06105 Mb;""
"I";"3p1/2";53;1254 eV;0.085914000000000004 Mb;""
"I";"3p3/2";53;1254 eV;0.18581400000000001 Mb;""
"I";"3p";53;1254 eV;0.27172800000000003 Mb;""
"I";"3d3/2";53;1254 eV;0.29592600000000002 Mb;""
"I";"3d5/2";53;1254 eV;0.42912600000000001 Mb;""
"I";"3d";53;1254 eV;0.72505200000000003 Mb;""
"I";"4s";53;1254 eV;0.017427000000000002 Mb;""
"I";"4p1/2";53;1254 eV;0.020268600000000001 Mb;""
"I";"4p3/2";53;1254 eV;0.041292000000000002 Mb;""
"I";"4p";53;1254 eV;0.0615606 Mb;""
"I";"4d3/2";53;1254 eV;0.035076000000000003 Mb;""
"I";"4d5/2";53;1254 eV;0.050838000000000001 Mb;""
"I";"4d";53;1254 eV;0.085914000000000004 Mb;""
"I";"5s";53;1254 eV;0.0026085000000000001 Mb;""
"I";"5p1/2";53;1254 eV;0.0017871 Mb;""
"I";"5p3/2";53;1254 eV;0.0034521 Mb;""
"I";"5p";53;1254 eV;0.0052392000000000003 Mb;""
"Xe";"3s";54;1254 eV;0.062826000000000007 Mb;""
"Xe";"3p1/2";54;1254 eV;0.087690000000000004 Mb;""
"Xe";"3p3/2";54;1254 eV;0.19180800000000001 Mb;""
"Xe";"3p";54;1254 eV;0.27949800000000002 Mb;""
"Xe";"3d3/2";54;1254 eV;0.32301000000000002 Mb;""
"Xe";"3d5/2";54;1254 eV;0.467976 Mb;""
"Xe";"3d";54;1254 eV;0.79098599999999997 Mb;""
"Xe";"4s";54;1254 eV;0.018448200000000001 Mb;""
"Xe";"4p1/2";54;1254 eV;0.021556200000000001 Mb;""
"Xe";"4p3/2";54;1254 eV;0.044178000000000002 Mb;""
"Xe";"4p";54;1254 eV;0.065734200000000007 Mb;""
"Xe";"4d3/2";54;1254 eV;0.039516000000000003 Mb;""
"Xe";"4d5/2";54;1254 eV;0.057054000000000001 Mb;""
"Xe";"4d";54;1254 eV;0.096570000000000003 Mb;""
"Xe";"5s";54;1254 eV;0.0029281799999999998 Mb;""
"Xe";"5p1/2";54;1254 eV;0.0024930600000000001 Mb;""
"Xe";"5p3/2";54;1254 eV;0.0048396000000000003 Mb;""
"Xe";"5p";54;1254 eV;0.0073326600000000004 Mb;""
"Cs";"3s";55;1254 eV;0.063048000000000007 Mb;""
"Cs";"3p1/2";55;1254 eV;0.089688000000000004 Mb;""
"Cs";"3p3/2";55;1254 eV;0.19846800000000001 Mb;""
"Cs";"3p";55;1254 eV;0.28815600000000002 Mb;""
"Cs";"3d3/2";55;1254 eV;0.35076000000000002 Mb;""
"Cs";"3d5/2";55;1254 eV;0.509046 Mb;""
"Cs";"3d";55;1254 eV;0.85980599999999996 Mb;""
"Cs";"4s";55;1254 eV;0.019469400000000001 Mb;""
"Cs";"4p1/2";55;1254 eV;0.022866000000000001 Mb;""
"Cs";"4p3/2";55;1254 eV;0.047064000000000002 Mb;""
"Cs";"4p";55;1254 eV;0.069930000000000006 Mb;""
"Cs";"4d3/2";55;1254 eV;0.044178000000000002 Mb;""
"Cs";"4d5/2";55;1254 eV;0.063936000000000007 Mb;""
"Cs";"4d";55;1254 eV;0.108114 Mb;""
"Cs";"5s";55;1254 eV;0.00338106 Mb;""
"Cs";"5p1/2";55;1254 eV;0.0031013400000000002 Mb;""
"Cs";"5p3/2";55;1254 eV;0.0061272000000000002 Mb;""
"Cs";"5p";55;1254 eV;0.0092285400000000004 Mb;""
"Cs";"6s";55;1254 eV;0.00010878 Mb;""
"Ba";"3p1/2";56;1254 eV;0.091020000000000004 Mb;""
"Ba";"3p3/2";56;1254 eV;0.205572 Mb;""
"Ba";"3p";56;1254 eV;0.29659200000000002 Mb;""
"Ba";"3d3/2";56;1254 eV;0.37828800000000001 Mb;""
"Ba";"3d5/2";56;1254 eV;0.54944999999999999 Mb;""
"Ba";"3d";56;1254 eV;0.92773799999999995 Mb;""
"Ba";"4s";56;1254 eV;0.020512800000000001 Mb;""
"Ba";"4p1/2";56;1254 eV;0.024198000000000001 Mb;""
"Ba";"4p3/2";56;1254 eV;0.050172000000000001 Mb;""
"Ba";"4p";56;1254 eV;0.074370000000000006 Mb;""
"Ba";"4d3/2";56;1254 eV;0.049062000000000001 Mb;""
"Ba";"4d5/2";56;1254 eV;0.071040000000000006 Mb;""
"Ba";"4d";56;1254 eV;0.120102 Mb;""
"Ba";"5s";56;1254 eV;0.0038561400000000001 Mb;""
"Ba";"5p1/2";56;1254 eV;0.0036874199999999998 Mb;""
"Ba";"5p3/2";56;1254 eV;0.0074148 Mb;""
"Ba";"5p";56;1254 eV;0.0111022 Mb;""
"Ba";"6s";56;1254 eV;0.00037962 Mb;""
"La";"3p1/2";57;1254 eV;0.090132000000000004 Mb;""
"La";"3p3/2";57;1254 eV;0.211344 Mb;""
"La";"3p";57;1254 eV;0.30147600000000002 Mb;""
"La";"3d3/2";57;1254 eV;0.40515000000000001 Mb;""
"La";"3d5/2";57;1254 eV;0.58807799999999999 Mb;""
"La";"3d";57;1254 eV;0.993228 Mb;""
"La";"4s";57;1254 eV;0.021556200000000001 Mb;""
"La";"4p1/2";57;1254 eV;0.025530000000000001 Mb;""
"La";"4p3/2";57;1254 eV;0.053280000000000001 Mb;""
"La";"4p";57;1254 eV;0.078810000000000005 Mb;""
"La";"4d3/2";57;1254 eV;0.054168000000000001 Mb;""
"La";"4d5/2";57;1254 eV;0.078366000000000005 Mb;""
"La";"4d";57;1254 eV;0.13253400000000001 Mb;""
"La";"5s";57;1254 eV;0.0042912599999999999 Mb;""
"La";"5p1/2";57;1254 eV;0.0041891400000000001 Mb;""
"La";"5p3/2";57;1254 eV;0.0080364000000000008 Mb;""
"La";"5p";57;1254 eV;0.0122255 Mb;""
"La";"5d3/2";57;1254 eV;0.00041513999999999999 Mb;""
"La";"5d5/2";57;1254 eV;0.00059274000000000002 Mb;""
"La";"5d";57;1254 eV;0.0010078800000000001 Mb;""
"La";"6s";57;1254 eV;0.00045731999999999999 Mb;""
"Ce";"3p3/2";58;1254 eV;0.214674 Mb;""
"Ce";"3p";58;1254 eV;0.214674 Mb;""
"Ce";"3d3/2";58;1254 eV;0.43667400000000001 Mb;""
"Ce";"3d5/2";58;1254 eV;0.63425399999999998 Mb;""
"Ce";"3d";58;1254 eV;1.0709299999999999 Mb;""
"Ce";"4s";58;1254 eV;0.022200000000000001 Mb;""
"Ce";"4p1/2";58;1254 eV;0.026196000000000001 Mb;""
"Ce";"4p3/2";58;1254 eV;0.055278000000000001 Mb;""
"Ce";"4p";58;1254 eV;0.081474000000000005 Mb;""
"Ce";"4d3/2";58;1254 eV;0.057276000000000001 Mb;""
"Ce";"4d5/2";58;1254 eV;0.083028000000000005 Mb;""
"Ce";"4d";58;1254 eV;0.14030400000000001 Mb;""
"Ce";"4f5/2";58;1254 eV;0.00152958 Mb;""
"Ce";"4f7/2";58;1254 eV;0.0019536000000000002 Mb;""
"Ce";"4f";58;1254 eV;0.0034831799999999998 Mb;""
"Ce";"5s";58;1254 eV;0.0041980200000000002 Mb;""
"Ce";"5p1/2";58;1254 eV;0.0040071000000000004 Mb;""
"Ce";"5p3/2";58;1254 eV;0.0081030000000000008 Mb;""
"Ce";"5p";58;1254 eV;0.0121101 Mb;""
"Ce";"6s";58;1254 eV;0.00039515999999999998 Mb;""
"Pr";"3p3/2";59;1254 eV;0.21645 Mb;""
"Pr";"3p";59;1254 eV;0.21645 Mb;""
"Pr";"3d3/2";59;1254 eV;0.469086 Mb;""
"Pr";"3d5/2";59;1254 eV;0.68198400000000003 Mb;""
"Pr";"3d";59;1254 eV;1.15107 Mb;""
"Pr";"4s";59;1254 eV;0.023088000000000001 Mb;""
"Pr";"4p1/2";59;1254 eV;0.027306 Mb;""
"Pr";"4p3/2";59;1254 eV;0.05772 Mb;""
"Pr";"4p";59;1254 eV;0.085026000000000004 Mb;""
"Pr";"4d3/2";59;1254 eV;0.061494 Mb;""
"Pr";"4d5/2";59;1254 eV;0.089022000000000004 Mb;""
"Pr";"4d";59;1254 eV;0.15051600000000001 Mb;""
"Pr";"4f5/2";59;1254 eV;0.0027883199999999999 Mb;""
"Pr";"4f7/2";59;1254 eV;0.0035742 Mb;""
"Pr";"4f";59;1254 eV;0.00636252 Mb;""
"Pr";"5s";59;1254 eV;0.0043467599999999999 Mb;""
"Pr";"5p1/2";59;1254 eV;0.0041380799999999997 Mb;""
"Pr";"5p3/2";59;1254 eV;0.0083916000000000008 Mb;""
"Pr";"5p";59;1254 eV;0.0125297 Mb;""
"Pr";"6s";59;1254 eV;0.00040182 Mb;""
"Nd";"3d3/2";60;1254 eV;0.50305200000000005 Mb;""
"Nd";"3d5/2";60;1254 eV;0.73171200000000003 Mb;""
"Nd";"3d";60;1254 eV;1.2347600000000001 Mb;""
"Nd";"4s";60;1254 eV;0.023754000000000001 Mb;""
"Nd";"4p1/2";60;1254 eV;0.028194 Mb;""
"Nd";"4p3/2";60;1254 eV;0.060162 Mb;""
"Nd";"4p";60;1254 eV;0.088356000000000004 Mb;""
"Nd";"4d3/2";60;1254 eV;0.065712000000000007 Mb;""
"Nd";"4d5/2";60;1254 eV;0.095016000000000003 Mb;""
"Nd";"4d";60;1254 eV;0.16072800000000001 Mb;""
"Nd";"4f5/2";60;1254 eV;0.0044400000000000004 Mb;""
"Nd";"4f7/2";60;1254 eV;0.0057054000000000002 Mb;""
"Nd";"4f";60;1254 eV;0.010145400000000001 Mb;""
"Nd";"5s";60;1254 eV;0.0044844000000000004 Mb;""
"Nd";"5p1/2";60;1254 eV;0.00425574 Mb;""
"Nd";"5p3/2";60;1254 eV;0.0086580000000000008 Mb;""
"Nd";"5p";60;1254 eV;0.0129137 Mb;""
"Nd";"6s";60;1254 eV;0.00040625999999999998 Mb;""
"Pm";"3d3/2";61;1254 eV;0.53990400000000005 Mb;""
"Pm";"3d5/2";61;1254 eV;0.78432599999999997 Mb;""
"Pm";"3d";61;1254 eV;1.32423 Mb;""
"Pm";"4s";61;1254 eV;0.024642000000000001 Mb;""
"Pm";"4p1/2";61;1254 eV;0.02886 Mb;""
"Pm";"4p3/2";61;1254 eV;0.062382 Mb;""
"Pm";"4p";61;1254 eV;0.091242000000000004 Mb;""
"Pm";"4d3/2";61;1254 eV;0.069708000000000006 Mb;""
"Pm";"4d5/2";61;1254 eV;0.10101 Mb;""
"Pm";"4d";61;1254 eV;0.17071800000000001 Mb;""
"Pm";"4f5/2";61;1254 eV;0.0065712000000000001 Mb;""
"Pm";"4f7/2";61;1254 eV;0.0084138000000000008 Mb;""
"Pm";"4f";61;1254 eV;0.014985 Mb;""
"Pm";"5s";61;1254 eV;0.0046176000000000004 Mb;""
"Pm";"5p1/2";61;1254 eV;0.0043600799999999997 Mb;""
"Pm";"5p3/2";61;1254 eV;0.0089244000000000007 Mb;""
"Pm";"5p";61;1254 eV;0.013284499999999999 Mb;""
"Pm";"6s";61;1254 eV;0.00040848000000000002 Mb;""
"Sm";"3d3/2";62;1254 eV;0.57986400000000005 Mb;""
"Sm";"3d5/2";62;1254 eV;0.84138000000000002 Mb;""
"Sm";"3d";62;1254 eV;1.4212400000000001 Mb;""
"Sm";"4s";62;1254 eV;0.025308000000000001 Mb;""
"Sm";"4p1/2";62;1254 eV;0.029748 Mb;""
"Sm";"4p3/2";62;1254 eV;0.064602000000000007 Mb;""
"Sm";"4p";62;1254 eV;0.094350000000000003 Mb;""
"Sm";"4d3/2";62;1254 eV;0.073926000000000006 Mb;""
"Sm";"4d5/2";62;1254 eV;0.107004 Mb;""
"Sm";"4d";62;1254 eV;0.18093000000000001 Mb;""
"Sm";"4f5/2";62;1254 eV;0.0092352000000000007 Mb;""
"Sm";"4f7/2";62;1254 eV;0.0117882 Mb;""
"Sm";"4f";62;1254 eV;0.021023400000000001 Mb;""
"Sm";"5s";62;1254 eV;0.0047286000000000003 Mb;""
"Sm";"5p1/2";62;1254 eV;0.0044622000000000004 Mb;""
"Sm";"5p3/2";62;1254 eV;0.0091464000000000007 Mb;""
"Sm";"5p";62;1254 eV;0.0136086 Mb;""
"Sm";"6s";62;1254 eV;0.00041292 Mb;""
"Eu";"3d3/2";63;1254 eV;0.62604000000000004 Mb;""
"Eu";"3d5/2";63;1254 eV;0.90731399999999995 Mb;""
"Eu";"3d";63;1254 eV;1.53335 Mb;""
"Eu";"4s";63;1254 eV;0.025974000000000001 Mb;""
"Eu";"4p1/2";63;1254 eV;0.030414 Mb;""
"Eu";"4p3/2";63;1254 eV;0.066822000000000006 Mb;""
"Eu";"4p";63;1254 eV;0.097236000000000003 Mb;""
"Eu";"4d3/2";63;1254 eV;0.077922000000000005 Mb;""
"Eu";"4d5/2";63;1254 eV;0.112998 Mb;""
"Eu";"4d";63;1254 eV;0.19092000000000001 Mb;""
"Eu";"4f5/2";63;1254 eV;0.0124764 Mb;""
"Eu";"4f7/2";63;1254 eV;0.015939600000000002 Mb;""
"Eu";"4f";63;1254 eV;0.028416 Mb;""
"Eu";"5s";63;1254 eV;0.0048618000000000003 Mb;""
"Eu";"5p1/2";63;1254 eV;0.0045510000000000004 Mb;""
"Eu";"5p3/2";63;1254 eV;0.0093684000000000007 Mb;""
"Eu";"5p";63;1254 eV;0.0139194 Mb;""
"Eu";"6s";63;1254 eV;0.00041513999999999999 Mb;""
"Gd";"3d3/2";64;1254 eV;0.54056999999999999 Mb;""
"Gd";"3d5/2";64;1254 eV;0.96414599999999995 Mb;""
"Gd";"3d";64;1254 eV;1.5047200000000001 Mb;""
"Gd";"4s";64;1254 eV;0.02664 Mb;""
"Gd";"4p1/2";64;1254 eV;0.031302000000000003 Mb;""
"Gd";"4p3/2";64;1254 eV;0.069486000000000006 Mb;""
"Gd";"4p";64;1254 eV;0.100788 Mb;""
"Gd";"4d3/2";64;1254 eV;0.082806000000000005 Mb;""
"Gd";"4d5/2";64;1254 eV;0.120102 Mb;""
"Gd";"4d";64;1254 eV;0.20290800000000001 Mb;""
"Gd";"4f5/2";64;1254 eV;0.0153846 Mb;""
"Gd";"4f7/2";64;1254 eV;0.019691400000000001 Mb;""
"Gd";"4f";64;1254 eV;0.035076000000000003 Mb;""
"Gd";"5s";64;1254 eV;0.0052170000000000003 Mb;""
"Gd";"5p1/2";64;1254 eV;0.0049506000000000003 Mb;""
"Gd";"5p3/2";64;1254 eV;0.010323000000000001 Mb;""
"Gd";"5p";64;1254 eV;0.0152736 Mb;""
"Gd";"5d3/2";64;1254 eV;0.00048618000000000001 Mb;""
"Gd";"5d5/2";64;1254 eV;0.00067931999999999997 Mb;""
"Gd";"5d";64;1254 eV;0.0011655000000000001 Mb;""
"Gd";"6s";64;1254 eV;0.00049284000000000003 Mb;""
"Tb";"3d5/2";65;1254 eV;0.46176 Mb;""
"Tb";"3d";65;1254 eV;0.46176 Mb;""
"Tb";"4s";65;1254 eV;0.027084 Mb;""
"Tb";"4p1/2";65;1254 eV;0.031746000000000003 Mb;""
"Tb";"4p3/2";65;1254 eV;0.071262000000000006 Mb;""
"Tb";"4p";65;1254 eV;0.103008 Mb;""
"Tb";"4d3/2";65;1254 eV;0.086136000000000004 Mb;""
"Tb";"4d5/2";65;1254 eV;0.124542 Mb;""
"Tb";"4d";65;1254 eV;0.210678 Mb;""
"Tb";"4f5/2";65;1254 eV;0.021067800000000001 Mb;""
"Tb";"4f7/2";65;1254 eV;0.026862 Mb;""
"Tb";"4f";65;1254 eV;0.047929800000000002 Mb;""
"Tb";"5s";65;1254 eV;0.0050616000000000003 Mb;""
"Tb";"5p1/2";65;1254 eV;0.0046842000000000003 Mb;""
"Tb";"5p3/2";65;1254 eV;0.0097680000000000006 Mb;""
"Tb";"5p";65;1254 eV;0.0144522 Mb;""
"Tb";"6s";65;1254 eV;0.00041958000000000002 Mb;""
"Dy";"4s";66;1254 eV;0.02775 Mb;""
"Dy";"4p1/2";66;1254 eV;0.032190000000000003 Mb;""
"Dy";"4p3/2";66;1254 eV;0.073260000000000006 Mb;""
"Dy";"4p";66;1254 eV;0.10545 Mb;""
"Dy";"4d3/2";66;1254 eV;0.089910000000000004 Mb;""
"Dy";"4d5/2";66;1254 eV;0.13031400000000001 Mb;""
"Dy";"4d";66;1254 eV;0.220224 Mb;""
"Dy";"4f5/2";66;1254 eV;0.02664 Mb;""
"Dy";"4f7/2";66;1254 eV;0.033744000000000003 Mb;""
"Dy";"4f";66;1254 eV;0.060384 Mb;""
"Dy";"5s";66;1254 eV;0.0051504000000000003 Mb;""
"Dy";"5p1/2";66;1254 eV;0.0047508000000000003 Mb;""
"Dy";"5p3/2";66;1254 eV;0.0099678000000000006 Mb;""
"Dy";"5p";66;1254 eV;0.0147186 Mb;""
"Dy";"6s";66;1254 eV;0.00041958000000000002 Mb;""
"Ho";"4s";67;1254 eV;0.028194 Mb;""
"Ho";"4p1/2";67;1254 eV;0.032634000000000003 Mb;""
"Ho";"4p3/2";67;1254 eV;0.075258000000000005 Mb;""
"Ho";"4p";67;1254 eV;0.107892 Mb;""
"Ho";"4d3/2";67;1254 eV;0.093684000000000003 Mb;""
"Ho";"4d5/2";67;1254 eV;0.13608600000000001 Mb;""
"Ho";"4d";67;1254 eV;0.22977 Mb;""
"Ho";"4f5/2";67;1254 eV;0.033078000000000003 Mb;""
"Ho";"4f7/2";67;1254 eV;0.041958000000000002 Mb;""
"Ho";"4f";67;1254 eV;0.075036000000000005 Mb;""
"Ho";"5s";67;1254 eV;0.0052614000000000003 Mb;""
"Ho";"5p1/2";67;1254 eV;0.0047952000000000003 Mb;""
"Ho";"5p3/2";67;1254 eV;0.010145400000000001 Mb;""
"Ho";"5p";67;1254 eV;0.0149406 Mb;""
"Ho";"6s";67;1254 eV;0.00042180000000000001 Mb;""
"Er";"4s";68;1254 eV;0.028638 Mb;""
"Er";"4p1/2";68;1254 eV;0.033078000000000003 Mb;""
"Er";"4p3/2";68;1254 eV;0.077256000000000005 Mb;""
"Er";"4p";68;1254 eV;0.110334 Mb;""
"Er";"4d3/2";68;1254 eV;0.097458000000000003 Mb;""
"Er";"4d5/2";68;1254 eV;0.14141400000000001 Mb;""
"Er";"4d";68;1254 eV;0.238872 Mb;""
"Er";"4f5/2";68;1254 eV;0.040404000000000002 Mb;""
"Er";"4f7/2";68;1254 eV;0.051282000000000001 Mb;""
"Er";"4f";68;1254 eV;0.091686000000000004 Mb;""
"Er";"5s";68;1254 eV;0.0053280000000000003 Mb;""
"Er";"5p1/2";68;1254 eV;0.0048618000000000003 Mb;""
"Er";"5p3/2";68;1254 eV;0.010300800000000001 Mb;""
"Er";"5p";68;1254 eV;0.0151626 Mb;""
"Er";"6s";68;1254 eV;0.00042180000000000001 Mb;""
"Tm";"4s";69;1254 eV;0.029082 Mb;""
"Tm";"4p1/2";69;1254 eV;0.033300000000000003 Mb;""
"Tm";"4p3/2";69;1254 eV;0.079032000000000005 Mb;""
"Tm";"4p";69;1254 eV;0.112332 Mb;""
"Tm";"4d3/2";69;1254 eV;0.101232 Mb;""
"Tm";"4d5/2";69;1254 eV;0.14696400000000001 Mb;""
"Tm";"4d";69;1254 eV;0.248196 Mb;""
"Tm";"4f5/2";69;1254 eV;0.048840000000000001 Mb;""
"Tm";"4f7/2";69;1254 eV;0.061716 Mb;""
"Tm";"4f";69;1254 eV;0.110556 Mb;""
"Tm";"5s";69;1254 eV;0.0054168000000000003 Mb;""
"Tm";"5p1/2";69;1254 eV;0.0048840000000000003 Mb;""
"Tm";"5p3/2";69;1254 eV;0.010456200000000001 Mb;""
"Tm";"5p";69;1254 eV;0.0153402 Mb;""
"Tm";"6s";69;1254 eV;0.00042402 Mb;""
"Yb";"4s";70;1254 eV;0.029304 Mb;""
"Yb";"4p1/2";70;1254 eV;0.033522000000000003 Mb;""
"Yb";"4p3/2";70;1254 eV;0.080808000000000005 Mb;""
"Yb";"4p";70;1254 eV;0.11433 Mb;""
