path=/Users/pabloherrero/sabat/xps_spectra/FBI_Cu/G2_Cu/2022_06_30_G2SL/20220630_Cu_G2SL_subl_90min.xy
delimiters=([44, 1015, 1126, 1257, 1417, 1562, 1748, 1863, 1983, 2067, 3502, 3622], [941, 81, 101, 130, 115, 156, 85, 90, 54, 1405, 90, 7018], ['survey', 'C_1s(2)', 'Si_2p', 'Na_1s', 'F_1s', 'Ba_3d5/2', 'O_1s', 'N_1s', 'Si_2s', 'survey_(2)', 'C_1s', 'survey_hd'])
name=Cu_G2SL_subl_90min
label=20220630_Cu_G2SL_subl_90min
date=20.22.0630
other_meta=Cu_G2SL_subl_90min
area=
fit={}
color=
dfx=
range,survey,survey,C_1s(2),C_1s(2),Si_2p,Si_2p,Na_1s,Na_1s,F_1s,F_1s,Ba_3d5/2,Ba_3d5/2,O_1s,O_1s,N_1s,N_1s,Si_2s,Si_2s,survey_(2),survey_(2),C_1s,C_1s,survey_hd,survey_hd,C_1s_bg,C_1s_bg,O_1s_bg,O_1s_bg,N_1s_bg,N_1s_bg,Si_2p_bg,Si_2p_bg,Si_2s_bg,Si_2s_bg
properties,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts,energy,counts
66,870.71,18.097597,286.51,5.4901605,93.51,0.6435237075675877,1073.556,76.273419,683.56211,30.203265,787.8,37.598128,,,,,,,1334.0334,33.745707,,,1386.8,58.994182,,,,,,,93.51,4.638301292432413,,
67,869.71,17.942331,286.31,5.3505396,93.31,0.7622476393852455,1073.3567,76.325824,683.36289,31.09639,787.6,37.216922,,,,,,,1333.0339,31.324009,,,1386.6,60.451199,,,,,,,93.31,4.6321792606147545,,
68,868.71,19.344026,286.11,6.2836004,93.11,0.6901744316665717,1073.1574,76.925249,683.16368,30.9048,787.4,37.633432,,,,,,,1332.0344,34.841475,,,1386.4,59.200665,,,,,,,93.11,4.625854068333428,,
69,867.71,21.030007,285.91,6.7952666,92.91,0.6557071477701069,1072.9581,77.69246,682.96447,31.010939,787.2,38.416507,,,,,,,1331.0349,35.319059,,,1386.2,58.193452,,,,,,,92.91,4.619992852229893,,
70,866.71,18.861886,285.71,7.5250357,92.71,0.6223952905611636,1072.7588,77.018575,682.76526,30.621011,787.0,37.965995,,,,,,,1330.0354,32.864038,,,1386.0,61.275465,,,,,,,92.71,4.614426809438837,,
71,865.71,20.505947,285.51,8.2955124,92.51,0.4860804211283476,1072.5595,76.951748,682.56605,30.641216,786.8,37.191259,,,,,,,1329.0359,34.039654,,,1385.8,57.828369,,,,,,,92.51,4.609599478871653,,
72,864.71,20.460575,285.31,8.7515541,92.31,0.6691476547668262,1072.3602,76.013349,682.36684,31.04055,786.6,38.094051,,,,,,,1328.0364,32.411828,,,1385.6,62.004537,,,,,,,92.31,4.604568545233174,,
73,863.71,17.630965,285.11,8.6718271,92.11,0.4257349883496504,1072.1609,77.416128,682.16763,31.118256,786.4,38.012667,,,,,,,1327.0369,33.003766,,,1385.4,62.392554,,,,,,,92.11,4.5998004116503495,,
74,862.71,17.765593,284.91,7.4018549,91.91,0.278770256405072,1071.9616,76.893884,681.96842,30.647054,786.2,38.088962,,,,,,,1326.0374,31.797596,,,1385.2,59.485149,,,,,,,91.91,4.596732343594928,,
75,861.71,19.363484,284.71,6.522585,91.71,0.3979193892385551,1071.7623,76.061853,681.76921,30.773023,786.0,38.119028,,,,,,,1325.0379,31.708713,,,1385.0,57.894294,,,,,,,91.71,4.593785410761445,,
76,860.71,19.016248,284.51,5.3267798,91.51,0.6217116067014121,1071.563,76.597869,681.57,31.464264,785.8,37.736331,,,,,,,1324.0384,35.713396,,,1384.8,54.944208,,,,,,,91.51,4.589344993298588,,
77,859.71,21.238127,284.31,4.7909602,91.31,0.4943812084507835,1071.3637,77.368165,681.37079,31.305611,785.6,37.982183,,,,,,,1323.0389,33.967368,,,1384.6,61.378235,,,,,,,91.31,4.584484491549216,,
78,858.71,23.700202,284.11,4.1446161,91.11,0.31144351509921275,1071.1644,76.817737,681.17158,30.83561,785.4,38.662972,,,,,,,1322.0394,36.485913,,,1384.4,61.181572,,,,,,,91.11,4.580975184900788,,
79,857.71,19.637998,283.91,3.6563481,90.91,0.08802818349065156,1070.9651,76.831762,680.97237,31.443848,785.2,38.112242,,,,,,,1321.04,38.151198,,,1384.2,53.715396,,,,,,,90.91,4.579235516509349,,
80,856.71,17.626527,283.71,3.9611351,90.71,0.23973697472602762,1070.7658,76.989943,680.77316,30.973685,785.0,38.566128,,,,,,,1320.0405,36.008397,,,1384.0,57.370401,,,,,,,90.71,4.577808125273973,,
81,855.71,20.207451,,,90.51,0.3461993825996963,1070.5665,77.242156,680.57395,31.029748,784.8,38.888323,,,,,,,1319.041,35.193551,,,1383.8,58.086252,,,,,,,90.51,4.575256417400304,,
82,854.71,18.812406,,,90.31,0.25224024115160315,1070.3672,78.276695,680.37474,31.000981,784.6,38.423345,,,,,,,1318.0415,34.28365,,,1383.6,54.428179,,,,,,,90.31,4.572650258848397,,
83,853.71,20.910086,,,90.11,0.2516929308018456,1070.1679,77.82227,680.17553,31.000718,784.4,38.485072,,,,,,,1317.042,35.490692,,,1383.4,57.49769,,,,,,,90.11,4.570455669198155,,
84,852.71,17.358058,,,89.91,0.2701574484670264,1069.9686,77.387705,679.97632,31.447424,784.2,37.439957,,,,,,,1316.0425,33.706752,,,1383.2,58.379447,,,,,,,89.91,4.568183051532974,,
85,851.71,19.419752,,,89.71,0.39444855652970645,1069.7693,77.972557,679.77711,31.205133,784.0,38.806178,,,,,,,1315.043,35.802092,,,1383.0,59.073212,,,,,,,89.71,4.565288743470293,,
86,850.71,21.799079,,,89.51,0.7348989805973378,1069.57,77.903763,679.57789,31.142728,783.8,39.174134,,,,,,,1314.0435,36.440846,,,1382.8,59.876511,,,,,,,89.51,4.560370519402662,,
87,849.71,21.880457,,,89.31,0.2546690755371879,1069.3707,78.466596,679.37868,30.917912,783.6,38.416377,,,,,,,1313.044,34.444008,,,1382.6,61.284596,,,,,,,89.31,4.556061024462812,,
88,848.71,19.866752,,,89.11,0.2773167331230191,1069.1714,78.05144,679.17947,31.229312,783.4,38.985694,,,,,,,1312.0445,35.373494,,,1382.4,53.682094,,,,,,,89.11,4.553744266876981,,
89,847.71,20.361247,,,88.91,0.40055240223677213,1068.9721,78.213578,678.98026,32.111239,783.2,39.669342,,,,,,,1311.045,36.925758,,,1382.2,56.143752,,,,,,,88.91,4.5507921977632275,,
90,846.71,20.149736,,,88.71,0.40651050119721965,1068.7728,76.931864,678.78105,31.357247,783.0,38.890401,,,,,,,1310.0455,34.007375,,,1382.0,56.23262,,,,,,,88.71,4.547277498802781,,
91,845.71,20.489184,,,88.51,0.3039112352460025,1068.5735,78.871886,678.58184,31.167031,782.8,38.722312,,,,,,,1309.046,33.832587,,,1381.8,55.863647,,,,,,,88.51,4.544183664753998,,
92,844.71,20.43499,,,88.31,0.02891326086723378,1068.3742,77.520175,678.38263,31.521324,782.6,39.180441,,,,,,,1308.0465,32.787111,,,1381.6,54.944723,,,,,,,88.31,4.542734239132766,,
93,843.71,18.636511,,,88.11,0.188000503739838,1068.1749,77.792784,678.18342,31.922218,782.4,38.854421,,,,,,,1307.047,32.793445,,,1381.4,57.403574,,,,,,,88.11,4.541789596260162,,
94,842.71,20.742262,,,87.91,0.43930778532973935,1067.9756,78.695607,677.98421,31.732103,782.2,38.649358,,,,,,,1306.0475,34.64751,,,1381.2,59.987241,,,,,,,87.91,4.53905771467026,,
95,841.71,19.504322,,,87.71,0.24084470000000024,1067.7763,77.37618,677.785,31.689727,782.0,38.726259,,,,,,,1305.048,32.745991,,,1381.0,55.492895,,,,,,,87.71,4.5360957,,
96,840.71,19.345102,,,87.51,0.32679349999999996,1067.577,78.288997,677.58579,31.711959,781.8,39.610961,,,,,,,1304.0485,34.308859,,,1380.8,54.86133,,,,,,,87.51,4.5360957,,
97,839.71,20.541893,,,87.31,0.0,1067.3777,78.110788,677.38658,32.133617,781.6,39.208334,,,,,,,1303.0491,37.868455,,,1380.6,55.155785,,,,,,,87.31,4.5360957,,
98,838.71,22.298783,,,87.11,0.17012880000000052,1067.1784,77.474815,677.18737,32.053204,781.4,39.55406,,,,,,,1302.0496,37.724293,,,1380.4,53.59146,,,,,,,87.11,4.5360957,,
99,837.71,21.104492,,,86.91,0.08997030000000006,1066.9791,78.078415,676.98816,31.744575,781.2,39.673643,,,,,,,1301.0501,34.277117,,,1380.2,56.115987,,,,,,,86.91,4.5360957,,
100,836.71,20.119376,,,86.71,0.06119610000000009,1066.7798,78.164183,676.78895,32.053677,781.0,39.788619,,,,,,,1300.0506,34.145715,,,1380.0,53.88981,,,,,,,86.71,4.5360957,,
101,835.71,19.471736,,,,,1066.5805,77.679962,676.58974,32.147269,780.8,40.241739,,,,,,,1299.0511,31.791745,,,1379.8,50.8953,,,,,,,,,,
102,834.71,24.512325,,,,,1066.3812,78.034288,676.39053,32.379851,780.6,39.378584,,,,,,,1298.0516,33.390667,,,1379.6,52.54413,,,,,,,,,,
103,833.71,23.028346,,,,,1066.1819,78.51865,676.19132,31.773563,780.4,40.18992,,,,,,,1297.0521,35.22577,,,1379.4,57.255113,,,,,,,,,,
104,832.71,20.847626,,,,,1065.9826,77.605038,675.99211,32.071824,780.2,40.330967,,,,,,,1296.0526,33.520644,,,1379.2,50.49225,,,,,,,,,,
105,831.71,20.865797,,,,,1065.7833,76.896117,675.79289,32.147498,780.0,39.39922,,,,,,,1295.0531,30.623066,,,1379.0,47.760807,,,,,,,,,,
106,830.71,23.291199,,,,,1065.584,77.032885,675.59368,32.200323,779.8,39.598476,,,,,,,1294.0536,34.09269,,,1378.8,47.20338,,,,,,,,,,
107,829.71,25.178254,,,,,1065.3847,76.453908,675.39447,32.081729,779.6,40.023259,,,,,,,1293.0541,33.53076,,,1378.6,51.467826,,,,,,,,,,
108,828.71,23.831637,,,,,1065.1853,77.774187,675.19526,33.423676,779.4,40.034577,,,,,,,1292.0546,32.858006,,,1378.4,53.683655,,,,,,,,,,
109,827.71,22.516971,,,,,1064.986,79.833205,674.99605,31.90661,779.2,39.320588,,,,,,,1291.0551,32.335002,,,1378.2,54.948878,,,,,,,,,,
110,826.71,23.218912,,,,,1064.7867,79.172348,674.79684,31.920481,779.0,39.392448,,,,,,,1290.0556,34.746134,,,1378.0,54.559432,,,,,,,,,,
111,825.71,22.153,,,,,1064.5874,78.742346,674.59763,32.119971,778.8,40.252976,,,,,,,1289.0561,33.417877,,,1377.8,51.194167,,,,,,,,,,
112,824.71,22.930691,,,,,1064.3881,76.449989,674.39842,32.578123,778.6,40.471684,,,,,,,1288.0566,32.196165,,,1377.6,55.148128,,,,,,,,,,
113,823.71,24.493797,,,,,1064.1888,76.931684,674.19921,32.194659,778.4,40.056865,,,,,,,1287.0571,33.131901,,,1377.4,51.357799,,,,,,,,,,
114,822.71,21.329631,,,,,1063.9895,77.943441,674.0,32.778821,778.2,40.128855,,,,,,,1286.0576,34.896115,,,1377.2,51.540709,,,,,,,,,,
115,821.71,24.143453,,,,,1063.7902,79.426357,,,778.0,41.032691,,,,,,,1285.0582,32.90351,,,1377.0,50.46304,,,,,,,,,,
116,820.71,22.982571,,,,,1063.5909,78.694789,,,777.8,41.333864,,,,,,,1284.0587,32.869344,,,1376.8,50.960881,,,,,,,,,,
117,819.71,22.287301,,,,,1063.3916,77.979917,,,777.6,41.11235,,,,,,,1283.0592,30.484559,,,1376.6,46.60791,,,,,,,,,,
118,818.71,21.058572,,,,,1063.1923,79.37721,,,777.4,40.562909,,,,,,,1282.0597,32.661568,,,1376.4,47.783527,,,,,,,,,,
119,817.71,22.908352,,,,,1062.993,78.222025,,,777.2,40.869213,,,,,,,1281.0602,32.557562,,,1376.2,47.067187,,,,,,,,,,
120,816.71,22.825534,,,,,1062.7937,78.350789,,,777.0,39.993699,,,,,,,1280.0607,33.371747,,,1376.0,50.194821,,,,,,,,,,
121,815.71,22.992224,,,,,1062.5944,78.331102,,,776.8,41.109719,,,,,,,1279.0612,33.276145,,,1375.8,49.242655,,,,,,,,,,
122,814.71,24.369791,,,,,1062.3951,78.95737,,,776.6,40.792273,,,,,,,1278.0617,34.235492,,,1375.6,50.575097,,,,,,,,,,
123,813.71,24.573716,,,,,1062.1958,79.64983,,,776.4,41.013504,,,,,,,1277.0622,33.275717,,,1375.4,48.363795,,,,,,,,,,
124,812.71,23.281076,,,,,1061.9965,79.088922,,,776.2,41.294097,,,,,,,1276.0627,32.881764,,,1375.2,46.335224,,,,,,,,,,
125,811.71,24.369376,,,,,1061.7972,79.091674,,,776.0,41.672203,,,,,,,1275.0632,32.353324,,,1375.0,46.885935,,,,,,,,,,
126,810.71,27.701936,,,,,1061.5979,77.520835,,,775.8,41.184203,,,,,,,1274.0637,32.14554,,,1374.8,48.351815,,,,,,,,,,
127,809.71,24.87038,,,,,1061.3986,77.296313,,,775.6,41.396427,,,,,,,1273.0642,33.68057,,,1374.6,48.545902,,,,,,,,,,
128,808.71,22.793665,,,,,1061.1993,78.414177,,,775.4,41.175553,,,,,,,1272.0647,31.256684,,,1374.4,47.149956,,,,,,,,,,
129,807.71,25.254273,,,,,1061.0,79.180047,,,775.2,40.780188,,,,,,,1271.0652,32.521386,,,1374.2,47.003173,,,,,,,,,,
130,806.71,25.186204,,,,,,,,,775.0,41.120495,,,,,,,1270.0657,32.768575,,,1374.0,47.279565,,,,,,,,,,
131,805.71,24.149773,,,,,,,,,774.8,40.878967,,,,,,,1269.0662,30.895679,,,1373.8,45.35319,,,,,,,,,,
132,804.71,24.734071,,,,,,,,,774.6,40.269077,,,,,,,1268.0668,31.353079,,,1373.6,50.300915,,,,,,,,,,
133,803.71,25.11004,,,,,,,,,774.4,41.529756,,,,,,,1267.0673,30.930934,,,1373.4,48.365326,,,,,,,,,,
134,802.71,24.535759,,,,,,,,,774.2,41.023855,,,,,,,1266.0678,34.985422,,,1373.2,47.272738,,,,,,,,,,
135,801.71,24.523305,,,,,,,,,774.0,40.800979,,,,,,,1265.0683,33.478308,,,1373.0,46.992327,,,,,,,,,,
136,800.71,26.070457,,,,,,,,,773.8,40.403728,,,,,,,1264.0688,33.415301,,,1372.8,48.245647,,,,,,,,,,
137,799.71,25.41571,,,,,,,,,773.6,41.013205,,,,,,,1263.0693,31.198591,,,1372.6,46.25938,,,,,,,,,,
138,798.71,23.87976,,,,,,,,,773.4,40.693657,,,,,,,1262.0698,31.45032,,,1372.4,44.815945,,,,,,,,,,
139,797.71,23.501444,,,,,,,,,773.2,40.671023,,,,,,,1261.0703,32.367711,,,1372.2,46.783936,,,,,,,,,,
140,796.71,25.062189,,,,,,,,,773.0,41.561349,,,,,,,1260.0708,30.844948,,,1372.0,43.829984,,,,,,,,,,
141,795.71,25.941783,,,,,,,,,772.8,42.072491,,,,,,,1259.0713,32.471671,,,1371.8,44.047622,,,,,,,,,,
142,794.71,25.328566,,,,,,,,,772.6,40.909363,,,,,,,1258.0718,32.69431,,,1371.6,45.929678,,,,,,,,,,
143,793.71,27.259357,,,,,,,,,772.4,40.21409,,,,,,,1257.0723,32.212494,,,1371.4,48.382293,,,,,,,,,,
144,792.71,24.495813,,,,,,,,,772.2,39.99635,,,,,,,1256.0728,30.311725,,,1371.2,44.069653,,,,,,,,,,
145,791.71,23.452076,,,,,,,,,772.0,40.857073,,,,,,,1255.0733,32.790151,,,1371.0,48.464126,,,,,,,,,,
146,790.71,25.435635,,,,,,,,,771.8,42.281287,,,,,,,1254.0738,33.049755,,,1370.8,46.443224,,,,,,,,,,
147,789.71,26.840892,,,,,,,,,771.6,42.442728,,,,,,,1253.0743,32.445514,,,1370.6,44.520199,,,,,,,,,,
148,788.71,23.89244,,,,,,,,,771.4,42.008944,,,,,,,1252.0748,33.171858,,,1370.4,42.404872,,,,,,,,,,
149,787.71,25.523623,,,,,,,,,771.2,42.066478,,,,,,,1251.0753,33.350473,,,1370.2,44.559988,,,,,,,,,,
150,786.71,26.590895,,,,,,,,,771.0,42.514597,,,,,,,1250.0759,31.353424,,,1370.0,48.456204,,,,,,,,,,
151,785.71,26.475467,,,,,,,,,770.8,41.940192,,,,,,,1249.0764,30.921172,,,1369.8,45.997173,,,,,,,,,,
152,784.71,29.277405,,,,,,,,,770.6,41.876976,,,,,,,1248.0769,31.198462,,,1369.6,41.837354,,,,,,,,,,
153,783.71,27.846772,,,,,,,,,770.4,42.664307,,,,,,,1247.0774,31.671878,,,1369.4,41.575428,,,,,,,,,,
154,782.71,28.183737,,,,,,,,,770.2,42.340391,,,,,,,1246.0779,30.734979,,,1369.2,41.893251,,,,,,,,,,
155,781.71,28.264716,,,,,,,,,770.0,42.626016,,,,,,,1245.0784,32.659269,,,1369.0,41.389863,,,,,,,,,,
156,780.71,29.055286,,,,,,,,,,,,,,,,,1244.0789,31.346019,,,1368.8,42.026086,,,,,,,,,,
157,779.71,26.049434,,,,,,,,,,,,,,,,,1243.0794,31.451093,,,1368.6,44.081248,,,,,,,,,,
158,778.71,27.727852,,,,,,,,,,,,,,,,,1242.0799,32.109149,,,1368.4,39.67543,,,,,,,,,,
159,777.71,27.623514,,,,,,,,,,,,,,,,,1241.0804,30.749289,,,1368.2,40.279731,,,,,,,,,,
160,776.71,27.524416,,,,,,,,,,,,,,,,,1240.0809,33.370574,,,1368.0,42.658474,,,,,,,,,,
161,775.71,29.384733,,,,,,,,,,,,,,,,,1239.0814,32.529865,,,1367.8,45.428772,,,,,,,,,,
162,774.71,27.504473,,,,,,,,,,,,,,,,,1238.0819,31.556774,,,1367.6,40.979012,,,,,,,,,,
163,773.71,28.866082,,,,,,,,,,,,,,,,,1237.0824,31.406465,,,1367.4,43.370526,,,,,,,,,,
164,772.71,29.373695,,,,,,,,,,,,,,,,,1236.0829,32.390367,,,1367.2,41.698832,,,,,,,,,,
165,771.71,29.01397,,,,,,,,,,,,,,,,,1235.0834,32.974956,,,1367.0,39.742438,,,,,,,,,,
166,770.71,31.407035,,,,,,,,,,,,,,,,,1234.0839,33.185156,,,1366.8,42.108248,,,,,,,,,,
167,769.71,30.984853,,,,,,,,,,,,,,,,,1233.0845,32.74215,,,1366.6,43.667003,,,,,,,,,,
168,768.71,28.539546,,,,,,,,,,,,,,,,,1232.085,28.687837,,,1366.4,42.079869,,,,,,,,,,
169,767.71,29.392817,,,,,,,,,,,,,,,,,1231.0855,32.061928,,,1366.2,43.462653,,,,,,,,,,
170,766.71,29.485372,,,,,,,,,,,,,,,,,1230.086,33.657851,,,1366.0,41.889784,,,,,,,,,,
171,765.71,27.138475,,,,,,,,,,,,,,,,,1229.0865,31.1309,,,1365.8,41.564289,,,,,,,,,,
172,764.71,28.50456,,,,,,,,,,,,,,,,,1228.087,32.422775,,,1365.6,40.056956,,,,,,,,,,
173,763.71,28.467042,,,,,,,,,,,,,,,,,1227.0875,31.713797,,,1365.4,39.951182,,,,,,,,,,
174,762.71,28.765877,,,,,,,,,,,,,,,,,1226.088,32.850062,,,1365.2,36.608561,,,,,,,,,,
175,761.71,31.143919,,,,,,,,,,,,,,,,,1225.0885,33.383585,,,1365.0,40.141108,,,,,,,,,,
176,760.71,28.023425,,,,,,,,,,,,,,,,,1224.089,29.871692,,,1364.8,41.176758,,,,,,,,,,
177,759.71,30.045009,,,,,,,,,,,,,,,,,1223.0895,31.677548,,,1364.6,41.309332,,,,,,,,,,
178,758.71,28.573188,,,,,,,,,,,,,,,,,1222.09,30.8101,,,1364.4,41.487909,,,,,,,,,,
179,757.71,29.267834,,,,,,,,,,,,,,,,,1221.0905,31.778508,,,1364.2,40.035033,,,,,,,,,,
180,756.71,29.763088,,,,,,,,,,,,,,,,,1220.091,31.9023,,,1364.0,37.480791,,,,,,,,,,
181,755.71,29.624411,,,,,,,,,,,,,,,,,1219.0915,31.173966,,,1363.8,37.566397,,,,,,,,,,
182,754.71,32.036471,,,,,,,,,,,,,,,,,1218.092,33.599693,,,1363.6,39.574269,,,,,,,,,,
183,753.71,34.549502,,,,,,,,,,,,,,,,,1217.0925,29.280987,,,1363.4,38.351946,,,,,,,,,,
184,752.71,30.872474,,,,,,,,,,,,,,,,,1216.093,30.350074,,,1363.2,41.495869,,,,,,,,,,
185,751.71,29.317858,,,,,,,,,,,,,,,,,1215.0936,32.238307,,,1363.0,37.512756,,,,,,,,,,
186,750.71,27.852642,,,,,,,,,,,,,,,,,1214.0941,30.954433,,,1362.8,36.852654,,,,,,,,,,
187,749.71,29.037137,,,,,,,,,,,,,,,,,1213.0946,28.576708,,,1362.6,38.892273,,,,,,,,,,
188,748.71,27.978104,,,,,,,,,,,,,,,,,1212.0951,30.06331,,,1362.4,39.511569,,,,,,,,,,
189,747.71,29.059662,,,,,,,,,,,,,,,,,1211.0956,29.614304,,,1362.2,40.03234,,,,,,,,,,
190,746.71,29.411472,,,,,,,,,,,,,,,,,1210.0961,29.53812,,,1362.0,39.836888,,,,,,,,,,
191,745.71,29.779984,,,,,,,,,,,,,,,,,1209.0966,31.126519,,,1361.8,38.33176,,,,,,,,,,
192,744.71,30.810957,,,,,,,,,,,,,,,,,1208.0971,30.566325,,,1361.6,39.105306,,,,,,,,,,
193,743.71,31.0646,,,,,,,,,,,,,,,,,1207.0976,29.537609,,,1361.4,38.172371,,,,,,,,,,
194,742.71,29.102669,,,,,,,,,,,,,,,,,1206.0981,31.007652,,,1361.2,37.414295,,,,,,,,,,
195,741.71,28.636116,,,,,,,,,,,,,,,,,1205.0986,30.648446,,,1361.0,38.110362,,,,,,,,,,
196,740.71,31.152637,,,,,,,,,,,,,,,,,1204.0991,28.393665,,,1360.8,38.46448,,,,,,,,,,
197,739.71,30.978277,,,,,,,,,,,,,,,,,1203.0996,29.482529,,,1360.6,37.214266,,,,,,,,,,
198,738.71,31.048783,,,,,,,,,,,,,,,,,1202.1001,31.076506,,,1360.4,36.866137,,,,,,,,,,
199,737.71,28.096022,,,,,,,,,,,,,,,,,1201.1006,32.394839,,,1360.2,37.139271,,,,,,,,,,
200,736.71,31.328089,,,,,,,,,,,,,,,,,1200.1011,31.125443,,,1360.0,39.023855,,,,,,,,,,
201,735.71,34.057383,,,,,,,,,,,,,,,,,1199.1016,31.906436,,,1359.8,41.718086,,,,,,,,,,
202,734.71,30.389304,,,,,,,,,,,,,,,,,1198.1022,31.774389,,,1359.6,36.442162,,,,,,,,,,
203,733.71,29.418485,,,,,,,,,,,,,,,,,1197.1027,31.576557,,,1359.4,36.430574,,,,,,,,,,
204,732.71,32.64433,,,,,,,,,,,,,,,,,1196.1032,31.084647,,,1359.2,36.999174,,,,,,,,,,
205,731.71,32.394269,,,,,,,,,,,,,,,,,1195.1037,29.233324,,,1359.0,36.898745,,,,,,,,,,
206,730.71,32.229214,,,,,,,,,,,,,,,,,1194.1042,30.516102,,,1358.8,37.148349,,,,,,,,,,
207,729.71,32.31104,,,,,,,,,,,,,,,,,1193.1047,32.404089,,,1358.6,35.399161,,,,,,,,,,
208,728.71,31.57858,,,,,,,,,,,,,,,,,1192.1052,30.072219,,,1358.4,35.775291,,,,,,,,,,
209,727.71,33.743842,,,,,,,,,,,,,,,,,1191.1057,29.582684,,,1358.2,38.429922,,,,,,,,,,
210,726.71,33.43102,,,,,,,,,,,,,,,,,1190.1062,29.713686,,,1358.0,38.429477,,,,,,,,,,
211,725.71,35.439236,,,,,,,,,,,,,,,,,1189.1067,29.427653,,,1357.8,38.597875,,,,,,,,,,
212,724.71,36.250016,,,,,,,,,,,,,,,,,1188.1072,29.502716,,,1357.6,40.002841,,,,,,,,,,
213,723.71,34.17995,,,,,,,,,,,,,,,,,1187.1077,28.694781,,,1357.4,36.104213,,,,,,,,,,
214,722.71,32.702268,,,,,,,,,,,,,,,,,1186.1082,30.851808,,,1357.2,37.125238,,,,,,,,,,
215,721.71,33.804002,,,,,,,,,,,,,,,,,1185.1087,32.905467,,,1357.0,40.675743,,,,,,,,,,
216,720.71,33.449178,,,,,,,,,,,,,,,,,1184.1092,30.91908,,,1356.8,37.506872,,,,,,,,,,
217,719.71,36.402532,,,,,,,,,,,,,,,,,1183.1097,30.143073,,,1356.6,37.838458,,,,,,,,,,
218,718.71,35.467849,,,,,,,,,,,,,,,,,1182.1102,31.864922,,,1356.4,39.452807,,,,,,,,,,
219,717.71,33.75641,,,,,,,,,,,,,,,,,1181.1107,31.266676,,,1356.2,39.730183,,,,,,,,,,
220,716.71,34.26994,,,,,,,,,,,,,,,,,1180.1113,32.065506,,,1356.0,38.865701,,,,,,,,,,
221,715.71,36.688992,,,,,,,,,,,,,,,,,1179.1118,31.995494,,,1355.8,38.712437,,,,,,,,,,
222,714.71,35.072086,,,,,,,,,,,,,,,,,1178.1123,31.971102,,,1355.6,37.290739,,,,,,,,,,
223,713.71,36.364402,,,,,,,,,,,,,,,,,1177.1128,31.542029,,,1355.4,35.637757,,,,,,,,,,
224,712.71,35.194416,,,,,,,,,,,,,,,,,1176.1133,32.642126,,,1355.2,39.620474,,,,,,,,,,
225,711.71,32.038741,,,,,,,,,,,,,,,,,1175.1138,29.449435,,,1355.0,38.273876,,,,,,,,,,
226,710.71,32.474156,,,,,,,,,,,,,,,,,1174.1143,27.941823,,,1354.8,37.841856,,,,,,,,,,
227,709.71,29.783482,,,,,,,,,,,,,,,,,1173.1148,30.98454,,,1354.6,37.005025,,,,,,,,,,
228,708.71,27.832626,,,,,,,,,,,,,,,,,1172.1153,30.400923,,,1354.4,35.261093,,,,,,,,,,
229,707.71,30.519089,,,,,,,,,,,,,,,,,1171.1158,30.063294,,,1354.2,34.475993,,,,,,,,,,
230,706.71,28.013124,,,,,,,,,,,,,,,,,1170.1163,29.308,,,1354.0,38.288263,,,,,,,,,,
231,705.71,25.141984,,,,,,,,,,,,,,,,,1169.1168,30.624354,,,1353.8,36.081975,,,,,,,,,,
232,704.71,28.066461,,,,,,,,,,,,,,,,,1168.1173,33.173373,,,1353.6,36.048495,,,,,,,,,,
233,703.71,25.997485,,,,,,,,,,,,,,,,,1167.1178,31.775908,,,1353.4,35.840747,,,,,,,,,,
234,702.71,24.573776,,,,,,,,,,,,,,,,,1166.1183,30.935507,,,1353.2,34.983874,,,,,,,,,,
235,701.71,24.768179,,,,,,,,,,,,,,,,,1165.1188,32.344782,,,1353.0,36.932974,,,,,,,,,,
236,700.71,27.346114,,,,,,,,,,,,,,,,,1164.1193,31.408585,,,1352.8,40.119165,,,,,,,,,,
237,699.71,27.290495,,,,,,,,,,,,,,,,,1163.1199,32.53796,,,1352.6,37.828269,,,,,,,,,,
238,698.71,26.464578,,,,,,,,,,,,,,,,,1162.1204,33.401385,,,1352.4,37.437124,,,,,,,,,,
239,697.71,25.733852,,,,,,,,,,,,,,,,,1161.1209,31.570876,,,1352.2,36.202015,,,,,,,,,,
240,696.71,27.367257,,,,,,,,,,,,,,,,,1160.1214,29.585055,,,1352.0,36.995876,,,,,,,,,,
241,695.71,24.662737,,,,,,,,,,,,,,,,,1159.1219,32.030377,,,1351.8,39.561828,,,,,,,,,,
242,694.71,25.20262,,,,,,,,,,,,,,,,,1158.1224,30.917667,,,1351.6,36.076907,,,,,,,,,,
243,693.71,25.79721,,,,,,,,,,,,,,,,,1157.1229,32.224852,,,1351.4,38.712975,,,,,,,,,,
244,692.71,25.494484,,,,,,,,,,,,,,,,,1156.1234,31.603184,,,1351.2,38.240098,,,,,,,,,,
245,691.71,25.874591,,,,,,,,,,,,,,,,,1155.1239,28.652643,,,1351.0,38.355372,,,,,,,,,,
246,690.71,24.650444,,,,,,,,,,,,,,,,,1154.1244,33.788641,,,1350.8,37.037155,,,,,,,,,,
247,689.71,27.625204,,,,,,,,,,,,,,,,,1153.1249,31.143989,,,1350.6,35.622249,,,,,,,,,,
